;nom;joueurs;age;duree_minutes;image_url
510;Colossus Arena;2 — 5;8+;45;https://www.myludo.fr/img/jeux/1617047189/300/ac/2066.png
511;Libertalia;2 — 6;14+;45 — 60;https://www.myludo.fr/img/jeux/1615462322/300/ad/3312.png
512;Intrigues À Venise;3 — 5;10+;60;https://www.myludo.fr/img/jeux/1666662367/300/ac/2095.png
513;Révolution;3 — 6;14+;15 — 45;https://www.myludo.fr/img/jeux/1711576777/300/bf/31214.png
514;Railroad Revolution;2 — 4;12+;45 — 90;https://www.myludo.fr/img/jeux/1618257724/300/aa/430.png
515;Russian Railroads;2 — 4;12+;100;https://www.myludo.fr/img/jeux/1748596559/300/ab/1999.png
516;Mexica;2 — 4;10+;90;https://www.myludo.fr/img/jeux/1744820979/300/at/19115.png
517;PitchCar;2 — 8;6+;30;https://www.myludo.fr/img/jeux/1619603109/300/aq/16993.png
518;Pas De Bras... Pas De Chocolat !;3 — 6;9+;30;https://www.myludo.fr/img/jeux/1708517230/300/be/30966.png
519;Koryŏ;2 — 4;14+;15;https://www.myludo.fr/img/jeux/1726139087/300/ac/2217.png
520;Port Royal;2 — 5;8+;30;https://www.myludo.fr/img/jeux/1692686324/300/as/18722.png
521;Croc!;2 — 6;8+;15;https://www.myludo.fr/img/jeux/1685718013/300/ad/3366.png
522;Souk;3 — 5;8+;15;https://www.myludo.fr/img/jeux/1693852855/300/ab/1571.png
523;Patchwork;Duo;8+;30;https://www.myludo.fr/img/jeux/1758872438/300/au/20059.png
524;Patchwork Express;Duo;6+;15 — 30;https://www.myludo.fr/img/jeux/1757843235/300/bd/29587.png
525;1347 - The Black Plague;2 — 6;14+;50 — 180;https://www.myludo.fr/img/jeux/1565955413/300/az/25324.png
526;Les Aventuriers Du Rail - Mon Premier Voyage;2 — 4;6+;20;https://www.myludo.fr/img/jeux/1685642414/300/aa/481.png
527;Bazar Bizarre 2.0;2 — 8;8+;20 — 30;https://www.myludo.fr/img/jeux/1610190735/300/ac/2298.png
528;Epic - Le Jeu De Cartes;2 — 4;13+;20 — 40;https://www.myludo.fr/img/jeux/1594712389/300/aa/204.png
529;Agricola;Duo;12+;45;https://www.myludo.fr/img/jeux/1737214750/300/ad/3652.png
530;Sang Rancune;3 — 6;14+;60;https://www.myludo.fr/img/jeux/1658846956/300/ak/10051.png
531;Carcassonne Big Box;2 — 6;8+;30 — 60;https://www.myludo.fr/img/jeux/1758873708/300/ac/2930.png
532;Flamme Rouge - Peloton;1 — 12;8+;30 — 60;https://www.myludo.fr/img/jeux/1750359672/300/at/19723.png
533;Quand Mèmes;3+;16+;20 — 30;https://www.myludo.fr/img/jeux/1749242293/300/az/25402.png
534;Sponsio;3 — 4;10+;40;https://www.myludo.fr/img/jeux/1532617882/300/aa/356.png
535;Memoarrr!;2 — 4;8+;20 — 30;https://www.myludo.fr/img/jeux/1687363954/300/ax/23534.png
536;Bruxelles 1893;2 — 5;14+;75;https://www.myludo.fr/img/jeux/1761258690/300/ac/2064.png
537;Crypt;1 — 4;12+;20;https://www.myludo.fr/img/jeux/1741868630/300/ay/24029.png
538;Draftosaurus;2 — 5;8+;15;https://www.myludo.fr/img/jeux/1730370265/300/bc/28590.png
539;Escape - La Malédiction Du Temple;1 — 5;8+;10;https://www.myludo.fr/img/jeux/1735196674/300/ad/3011.png
540;Fleet Commander 1 - Ignition;Duo;12+;60;https://www.myludo.fr/img/jeux/1576927385/300/ab/1502.png
541;Forteresse;2 — 4;10+;15;https://www.myludo.fr/img/jeux/1663678242/300/at/19839.png
542;La Fureur De Dracula;2 — 5;14+;120 — 180;https://www.myludo.fr/img/jeux/1762219742/300/ax/23817.png
543;Meeple Circus;2 — 5;8+;45;https://www.myludo.fr/img/jeux/1749910351/300/au/20767.png
544;Paris 1800;2 — 4;12+;45;https://www.myludo.fr/img/jeux/1605886772/300/aa/858.png
545;Pool Party;2 — 4;6+;10;https://www.myludo.fr/img/jeux/1570022619/300/au/20868.png
546;Senators;3 — 5;10+;45 — 60;https://www.myludo.fr/img/jeux/1611621314/300/ba/26675.png
547;Tigre Et Euphrate;2 — 4;12+;90;https://www.myludo.fr/img/jeux/1762333622/300/ab/1238.png
548;Water Lily;2 — 4;7+;20;https://www.myludo.fr/img/jeux/1724659421/300/ag/6382.png
549;Lindisfarne;2 — 4;10+;45;https://www.myludo.fr/img/jeux/1746852714/300/ay/24970.png
550;The Manhattan Project;2 — 5;14+;120;https://www.myludo.fr/img/jeux/1557903772/300/ab/1680.png
551;Le Donjon De Naheulbeuk;3 — 6;10+;60;https://www.myludo.fr/img/jeux/1762280632/300/ag/6395.png
552;Secrets;4 — 8;10+;20;https://www.myludo.fr/img/jeux/1726130720/300/at/19290.png
553;Novembre Rouge;1 — 8;12+;90;https://www.myludo.fr/img/jeux/1718622152/300/ac/2534.png
554;Les Chevaliers De La Table Ronde;3 — 7;10+;90;https://www.myludo.fr/img/jeux/1734073795/300/an/13912.png
555;Flick'Em UP!;2 — 10;8+;45;https://www.myludo.fr/img/jeux/1611066238/300/ab/1119.png
556;Liens De Sang;6 — 12;14+;30;https://www.myludo.fr/img/jeux/1565440711/300/ab/1751.png
557;Steam Torpedo - Pack D'Immersion;Duo;13+;30;https://www.myludo.fr/img/jeux/1757238215/300/ae/4247.png
558;Star Wars - Assaut Sur L'Empire;1 — 5;12+;90;https://www.myludo.fr/img/jeux/1737188523/300/ab/1125.png
559;Voodoo;3 — 6;8+;20;https://www.myludo.fr/img/jeux/1756071151/300/as/18783.png
560;Focus;3 — 18;16+;30;https://www.myludo.fr/img/jeux/1741451177/300/aa/636.png
561;Tokyo Train;4 — 8;8+;15;https://www.myludo.fr/img/jeux/1622980046/300/bc/28026.png
562;Oui, Seigneur Des Ténèbres !;4 — 6;10+;30 — 60;https://www.myludo.fr/img/jeux/1688890779/300/ay/24386.png
563;Fluxx;2 — 6;8+;20;https://www.myludo.fr/img/jeux/1610930651/300/ax/23990.png
564;Nosferatu;4 — 10;10+;20;https://www.myludo.fr/img/jeux/1601649359/300/at/19696.png
565;Boom Bokken;4 — 9;8+;20;https://www.myludo.fr/img/jeux/1611066384/300/ab/1468.png
566;The Resistance;5 — 10;13+;30;https://www.myludo.fr/img/jeux/1692370831/300/ax/23527.png
567;Le Désert Interdit;2 — 5;10+;45;https://www.myludo.fr/img/jeux/1756067222/300/ac/2273.png
568;Taluva;2 — 4;8+;45;https://www.myludo.fr/img/jeux/1758872889/300/ac/2226.png
569;Rumble In The House;3 — 6;8+;20;https://www.myludo.fr/img/jeux/1724017846/300/ae/4333.png
570;Dungeon Fighter;1 — 6;7+;45;https://www.myludo.fr/img/jeux/1593971223/300/ad/3715.png
571;NMBR9;1 — 4;8+;20;https://www.myludo.fr/img/jeux/1616398565/300/at/19338.png
572;Rumble In The Dungeon;3 — 6;8+;20;https://www.myludo.fr/img/jeux/1725785401/300/ad/3213.png
573;Mixmo;2 — 6;8+;15;https://www.myludo.fr/img/jeux/1593780094/300/ac/2657.png
574;Hive Pocket;Duo;10+;15 — 30;https://www.myludo.fr/img/jeux/1619762466/300/ad/3632.png
575;Give Me Five;4 — 9;12+;15;https://www.myludo.fr/img/jeux/1709893277/300/ac/2249.png
576;Immortals;3 — 5;14+;120;https://www.myludo.fr/img/jeux/1616035396/300/au/20798.png
577;Tempête Sur L'Échiquier;Duo;10+;30 — 60;https://www.myludo.fr/img/jeux/1611083565/300/ay/24416.png
578;Speed;Duo;6+;5 — 10;https://www.myludo.fr/img/jeux/1696937116/300/ax/23712.png
579;Fight For Olympus;Duo;12+;30;https://www.myludo.fr/img/jeux/1628495334/300/at/19775.png
580;Little Big Fish;Duo;8+;20;https://www.myludo.fr/img/jeux/1753053123/300/au/20068.png
581;Colt Express;2 — 6;10+;30 — 60;https://www.myludo.fr/img/jeux/1730529662/300/bc/28851.png
582;Diamant;3 — 8;8+;30;https://www.myludo.fr/img/jeux/1741865064/300/aa/521.png
583;Argh;2 — 4;8+;5 — 15;https://www.myludo.fr/img/jeux/1756317852/300/aa/165.png
584;Quoridor Mini;2 — 4;8+;15;https://www.myludo.fr/img/jeux/1704983631/300/aa/887.png
585;Quarto Mini;Duo;8+;30;https://www.myludo.fr/img/jeux/1619442034/300/ay/24697.png
586;Welcome To Abilene;2 — 4;10+;25;https://www.myludo.fr/img/jeux/1574858352/300/ab/1814.png
587;Innovation;2 — 4;14+;60;https://www.myludo.fr/img/jeux/1723065716/300/ae/4114.png
588;Marrakech;2 — 4;8+;15;https://www.myludo.fr/img/jeux/1741868303/300/ag/6816.png
589;Maître Renard;2 — 4;7+;20;https://www.myludo.fr/img/jeux/1735648461/300/ab/1294.png
590;Mon Premier Carcassonne;2 — 4;4+;10;https://www.myludo.fr/img/jeux/1759307805/300/ai/8360.png
591;Elemon;2 — 6;8+;45;https://www.myludo.fr/img/jeux/1753181653/300/ab/1813.png
592;Spaghetti;2 — 4;6+;30;https://www.myludo.fr/img/jeux/1629440623/300/aa/329.png
593;La Chasse Aux Monstres;1 — 6;3 — 7;10;https://www.myludo.fr/img/jeux/1756067140/300/aa/587.png
594;TRUT;2 — 4;8+;15;https://www.myludo.fr/img/jeux/1679391162/300/at/19291.png
595;L'Âge De Pierre Junior;2 — 4;5+;15;https://www.myludo.fr/img/jeux/1747310322/300/aa/683.png
596;Chabyrinthe;1 — 4;6+;20;https://www.myludo.fr/img/jeux/1618320542/300/bc/28209.png
597;Gloobz;2 — 6;6+;20;https://www.myludo.fr/img/jeux/1656922531/300/ab/1642.png
598;Chasseurs De Légendes;2 — 5;10+;45;https://www.myludo.fr/img/jeux/1694899663/300/aa/702.png
599;V-Commandos;1 — 4;12+;90;https://www.myludo.fr/img/jeux/1646160674/300/aa/262.png
600;We Are The Word;3 — 7;8+;20;https://www.myludo.fr/img/jeux/1550754418/300/aa/23.png
601;A Fake Artist Goes To New York;5 — 10;8+;20;https://www.myludo.fr/img/jeux/1753911966/300/aw/22169.png
602;El Maestro;3 — 8;8+;30;https://www.myludo.fr/img/jeux/1734344870/300/bb/27520.png
603;Stupide Vautour;2 — 5;8+;20;https://www.myludo.fr/img/jeux/1747316731/300/ba/26014.png
604;Gnôle;3 — 10;18+;30 — 60;https://www.myludo.fr/img/jeux/1657728548/300/ay/24865.png
605;Unearth;2 — 4;8+;60;https://www.myludo.fr/img/jeux/1675085853/300/at/19761.png
606;Perlatette;2 — 5;6+;10 — 20;https://www.myludo.fr/img/jeux/1634727540/300/at/19445.png
607;BAF!;3 — 5;8+;20;https://www.myludo.fr/img/jeux/1760671150/300/aa/83.png
608;Grumpf;2 — 6;8+;15;https://www.myludo.fr/img/jeux/1725785315/300/aa/74.png
609;Arboria;2 — 4;10+;30 — 60;https://www.myludo.fr/img/jeux/1611930998/300/aa/45.png
610;Les Montagnes Hallucinées;3 — 5;12+;30 — 60;https://www.myludo.fr/img/jeux/1713876234/300/av/21404.png
611;Eternity;3 — 5;10+;30;https://www.myludo.fr/img/jeux/1758987083/300/av/21341.png
612;Shakespeare;1 — 4;13+;20 — 90;https://www.myludo.fr/img/jeux/1610896681/300/ab/1097.png
613;Sbires;2 — 5;12+;30 — 60;https://www.myludo.fr/img/jeux/1654070934/300/ay/24618.png
614;Senseï;Duo;7+;15;https://www.myludo.fr/img/jeux/1619465282/300/aa/945.png
615;Kooba;3 — 5;8+;20;https://www.myludo.fr/img/jeux/1718367272/300/aa/936.png
616;Haru Ichiban;Duo;8+;20;https://www.myludo.fr/img/jeux/1668366935/300/aa/973.png
617;Naruto Shippuden;2 — 5;13+;60;https://www.myludo.fr/img/jeux/1729378226/300/aa/981.png
618;Texto!;2 — 6;6+;15;https://www.myludo.fr/img/jeux/1652964392/300/aw/22256.png
619;Crabz;2 — 4;8+;20;https://www.myludo.fr/img/jeux/1722803494/300/ab/1278.png
620;Cacao;2 — 4;8+;30 — 60;https://www.myludo.fr/img/jeux/1758872723/300/ba/26539.png
621;Gaïa;2 — 5;8+;30;https://www.myludo.fr/img/jeux/1758872279/300/ab/1277.png
622;Lords Of Scotland;2 — 5;14+;30;https://www.myludo.fr/img/jeux/1758927023/300/ao/14079.png
623;King & Assassins;Duo;10+;30;https://www.myludo.fr/img/jeux/1758647838/300/ab/1372.png
624;Dragon Run;2 — 5;8+;15;https://www.myludo.fr/img/jeux/1729847975/300/ab/1443.png
625;Le Monde Est Fou;4 — 12;12+;40;https://www.myludo.fr/img/jeux/1697616906/300/ab/1830.png
626;Gobblet !;Duo;7+;10;https://www.myludo.fr/img/jeux/1665142968/300/ac/2069.png
627;Ascension - La Renaissance De Vigil;1 — 4;13+;30;https://www.myludo.fr/img/jeux/1718016856/300/ar/17583.png
628;Smash Up;2 — 4;12+;45;https://www.myludo.fr/img/jeux/1743573382/300/ad/3486.png
629;Deadwood;2 — 5;13+;30 — 60;https://www.myludo.fr/img/jeux/1590570028/300/ae/4360.png
630;Pylos Mini;Duo;8+;30;https://www.myludo.fr/img/jeux/1666088881/300/ay/24694.png
631;Échecs;Duo;6+;60;https://www.myludo.fr/img/jeux/1741869078/300/as/18277.png
632;Santorini;2 — 4;8+;20;https://www.myludo.fr/img/jeux/1741868776/300/ax/23865.png
633;Via Nebula;2 — 4;12+;45;https://www.myludo.fr/img/jeux/1692342229/300/aa/794.png
634;Kaleidos;2 — 12;10+;60;https://www.myludo.fr/img/jeux/1697383815/300/aa/977.png
635;Déclic !?;3 — 8;8+;20;https://www.myludo.fr/img/jeux/1709854485/300/ag/6927.png
636;Duplik;3 — 10;8+;45;https://www.myludo.fr/img/jeux/1743701366/300/bd/29651.png
637;Contrario;3 — 10;12+;20;https://www.myludo.fr/img/jeux/1724016156/300/ax/23231.png
638;Mafia De Cuba;6 — 12;10+;20;https://www.myludo.fr/img/jeux/1662711950/300/ab/1108.png
639;Ligretto Bleu;2 — 4;8+;30;https://www.myludo.fr/img/jeux/1725536213/300/bd/29122.png
640;Jack & Le Haricot Magique;2 — 5;7+;20;https://www.myludo.fr/img/jeux/1753054233/300/aa/41.png
641;Princess Jing;Duo;8+;15 — 30;https://www.myludo.fr/img/jeux/1639997594/300/at/19720.png
642;Yōkaï No Mori;Duo;7+;15;https://www.myludo.fr/img/jeux/1725785298/300/ac/2159.png
643;Pict It;2 — 14;7+;15 — 25;https://www.myludo.fr/img/jeux/1742371478/300/az/25759.png
644;Secret Hitler;5 — 10;14+;30 — 60;https://www.myludo.fr/img/jeux/1742157509/300/aa/561.png
645;Mr. Jack - London;Duo;8+;30;https://www.myludo.fr/img/jeux/1741868190/300/at/19064.png
646;Strike;2 — 5;8+;15;https://www.myludo.fr/img/jeux/1713109062/300/az/25639.png
647;Onirim;1 — 2;8+;15;https://www.myludo.fr/img/jeux/1727014448/300/ab/1492.png
648;Escape Game : Saurez-Vous Vous Évader... De Ces 3 Aventures?;1 — 2;14+;60 — 180;https://www.myludo.fr/img/jeux/1637846755/300/as/18579.png
649;Raptor;Duo;9+;25;https://www.myludo.fr/img/jeux/1672195484/300/av/21914.png
650;Jurassic Snack;Duo;7+;15;https://www.myludo.fr/img/jeux/1753886383/300/at/19857.png
651;Ricochet Robots;1 — 20;10+;30;https://www.myludo.fr/img/jeux/1617102105/300/ab/1948.png
652;Lift It!;1 — 4;8+;30;https://www.myludo.fr/img/jeux/1699608940/300/av/21040.png
653;Arena - For The Gods!;2 — 6;8+;30;https://www.myludo.fr/img/jeux/1735984402/300/aa/75.png
654;Qwirkle;2 — 4;6+;30 — 45;https://www.myludo.fr/img/jeux/1724659399/300/ah/7037.png
655;Wazabi;2 — 6;8+;20;https://www.myludo.fr/img/jeux/1749910008/300/at/19037.png
656;Vendredi 13;3 — 6;8+;30;https://www.myludo.fr/img/jeux/1677822313/300/ab/1628.png
657;Boomerang;3 — 5;8+;30;https://www.myludo.fr/img/jeux/1755853958/300/ad/3482.png
658;Dolorès;2 — 4;10+;20;https://www.myludo.fr/img/jeux/1741157684/300/aa/495.png
659;Compatibility;3 — 8;10+;30;https://www.myludo.fr/img/jeux/1724016221/300/aa/684.png
660;Quoridor Classic;2 — 4;8+;15;https://www.myludo.fr/img/jeux/1620644976/300/aa/466.png
661;Crazy Cups;2 — 4;6+;20;https://www.myludo.fr/img/jeux/1739269997/300/ac/2002.png
662;Small Islands;1 — 4;8+;20 — 35;https://www.myludo.fr/img/jeux/1733392972/300/aw/22825.png
663;Les Chevaliers Arc-En-Ciel;2 — 6;10+;5 — 10;https://www.myludo.fr/img/jeux/1611183170/300/az/25093.png
664;Yogi;3 — 10;8+;15;https://www.myludo.fr/img/jeux/1762931496/300/au/20934.png
665;Minivilles;2 — 4;7+;30;https://www.myludo.fr/img/jeux/1725536944/300/ab/1759.png
666;IKNOW;2 — 6;15+;45;https://www.myludo.fr/img/jeux/1611656711/300/ac/2205.png
667;Suspend;1 — 4;8+;15;https://www.myludo.fr/img/jeux/1726236221/300/ad/3589.png
668;Gare À La Toile;2 — 4;6+;20;https://www.myludo.fr/img/jeux/1747310509/300/au/20050.png
669;Riff Raff;2 — 4;8+;30;https://www.myludo.fr/img/jeux/1617264825/300/ad/3193.png
670;Mimtoo;4 — 10;7+;25;https://www.myludo.fr/img/jeux/1753782331/300/ae/4043.png
671;Longhorn;Duo;8+;15;https://www.myludo.fr/img/jeux/1688318928/300/ab/1954.png
672;Welcome To The Dungeon;2 — 4;10+;30;https://www.myludo.fr/img/jeux/1756241510/300/ab/1249.png
673;Gang Of Four;3 — 4;8+;30;https://www.myludo.fr/img/jeux/1758466624/300/ar/17479.png
674;Maze Racers;Duo;7+;20;https://www.myludo.fr/img/jeux/1648633461/300/aa/707.png
675;Sylvion;1 — 2;10+;35;https://www.myludo.fr/img/jeux/1661765011/300/ab/1204.png
676;Les Cités Perdues;Duo;10+;30;https://www.myludo.fr/img/jeux/1670242816/300/ak/10832.png
677;Okiya;Duo;7+;20;https://www.myludo.fr/img/jeux/1757927748/300/ad/3233.png
678;Witness - Blake Et Mortimer;4;10+;15;https://www.myludo.fr/img/jeux/1701676090/300/ab/1393.png
679;Isle Of Skye;2 — 5;8+;30 — 50;https://www.myludo.fr/img/jeux/1757928345/300/aa/612.png
680;Battle Sheep;2 — 4;7+;15;https://www.myludo.fr/img/jeux/1658742653/300/ab/1837.png
681;CS Files;4 — 12;14+;20;https://www.myludo.fr/img/jeux/1609171818/300/aa/465.png
682;Alhambra;2 — 6;8+;45 — 60;https://www.myludo.fr/img/jeux/1695153271/300/as/18885.png
683;Insider;4 — 8;9+;15;https://www.myludo.fr/img/jeux/1754991487/300/aa/414.png
684;Kobayakawa;3 — 6;8+;15;https://www.myludo.fr/img/jeux/1683372501/300/ab/1882.png
685;Loup-Garou Pour Une Nuit;3 — 10;9+;10;https://www.myludo.fr/img/jeux/1709933426/300/aa/681.png
686;Pocket Madness;2 — 4;8+;30;https://www.myludo.fr/img/jeux/1753054087/300/aa/347.png
687;Le Lièvre & La Tortue;2 — 5;7+;20;https://www.myludo.fr/img/jeux/1736333011/300/ab/1620.png
688;Jenga;1 — 10;6+;30;https://www.myludo.fr/img/jeux/1691749410/300/ba/26239.png
689;Sun Tzu;Duo;10+;30;https://www.myludo.fr/img/jeux/1741074063/300/ab/1588.png
690;Clash Of Rage;1 — 4;14+;45 — 90;https://www.myludo.fr/img/jeux/1614761877/300/au/20930.png
691;La Petite Mort;2 — 4;14+;30;https://www.myludo.fr/img/jeux/1734194919/300/ba/26678.png
692;Guildes;3 — 6;10+;30;https://www.myludo.fr/img/jeux/1688153569/300/av/21993.png
693;For Sale;3 — 6;10+;20;https://www.myludo.fr/img/jeux/1741864934/300/ab/1081.png
694;Plouf Party;3 — 6;6+;15;https://www.myludo.fr/img/jeux/1650790471/300/au/20871.png
695;Flamme Rouge;2 — 4;8+;30;https://www.myludo.fr/img/jeux/1758363698/300/aa/400.png
696;Galèrapagos;3 — 12;10+;20;https://www.myludo.fr/img/jeux/1762628608/300/at/19255.png
697;Robin Wood;2 — 4;10+;15 — 30;https://www.myludo.fr/img/jeux/1652293744/300/az/25064.png
698;Crossing;3 — 6;6+;15;https://www.myludo.fr/img/jeux/1716914755/300/ab/1681.png
699;Bohnanza;2 — 5;12+;60;https://www.myludo.fr/img/jeux/1731594213/300/aq/16613.png
700;Barony;2 — 4;10+;45;https://www.myludo.fr/img/jeux/1729378453/300/ab/1161.png
701;Boursicocotte;3 — 5;10+;45;https://www.myludo.fr/img/jeux/1627114168/300/aq/16933.png
702;A Few Acres Of Snow;Duo;13+;75;https://www.myludo.fr/img/jeux/1727526270/300/ae/4733.png
703;Conan - Boîte King;2 — 5;14+;60 — 90;https://www.myludo.fr/img/jeux/1687863531/300/aa/913.png
704;I Love Brocoli;4+;12+;30;https://www.myludo.fr/img/jeux/1527345940/300/aa/42.png
705;Yamataï;2 — 4;13+;60;https://www.myludo.fr/img/jeux/1725707373/300/aa/215.png
706;Crôa!;2 — 4;7+;20;https://www.myludo.fr/img/jeux/1712235758/300/ad/3285.png
707;Manchots Barjots;2 — 5;10+;20;https://www.myludo.fr/img/jeux/1609171993/300/aa/823.png
708;Juduku;3+;18+;15 — 60;https://www.myludo.fr/img/jeux/1653405865/300/bb/27465.png
709;Schotten Totten;Duo;8+;15 — 30;https://www.myludo.fr/img/jeux/1757723393/300/aa/553.png
710;Smile;3 — 5;8+;15 — 30;https://www.myludo.fr/img/jeux/1609973644/300/ax/23057.png
711;TTMC;2 — 16;14+;42 — 97;https://www.myludo.fr/img/jeux/1747309718/300/bc/28269.png
712;Dead Of Winter;2 — 5;13+;60 — 120;https://www.myludo.fr/img/jeux/1747310558/300/ab/1385.png
713;Hanabi;2 — 5;8+;30;https://www.myludo.fr/img/jeux/1741868641/300/as/18529.png
714;Gobbit;2 — 8;6+;15;https://www.myludo.fr/img/jeux/1692718247/300/aa/696.png
715;DC Comics Deck-Building Game;2 — 5;14+;30;https://www.myludo.fr/img/jeux/1703873009/300/av/21428.png
716;Micro Robots;2 — 20;8+;20;https://www.myludo.fr/img/jeux/1592567966/300/aa/893.png
717;Cthulhu Realms;2 — 4;14+;25;https://www.myludo.fr/img/jeux/1757970231/300/au/20588.png
718;Trôl;2 — 5;10+;30;https://www.myludo.fr/img/jeux/1688326484/300/as/18910.png
719;Western Legends;2 — 6;14+;90;https://www.myludo.fr/img/jeux/1752123871/300/au/20268.png
720;L'Auberge Sanglante;1 — 4;14+;60;https://www.myludo.fr/img/jeux/1761500533/300/ab/1026.png
721;Twin It!;2 — 6;6+;15;https://www.myludo.fr/img/jeux/1695057703/300/au/20210.png
722;BraveRats;Duo;7+;5;https://www.myludo.fr/img/jeux/1706017757/300/ab/1850.png
723;Dice Forge;2 — 4;10+;45;https://www.myludo.fr/img/jeux/1741723701/300/aa/43.png
724;Kahuna;Duo;10+;30 — 40;https://www.myludo.fr/img/jeux/1619790581/300/ak/10396.png
725;Evolution;2 — 6;12+;60;https://www.myludo.fr/img/jeux/1714001602/300/aa/267.png
726;Abracada... Quoi ?;2 — 5;7+;30;https://www.myludo.fr/img/jeux/1725475334/300/ab/1230.png
727;Shadows Amsterdam;2 — 8;10+;30 — 60;https://www.myludo.fr/img/jeux/1697180282/300/az/25201.png
728;Five Tribes;2 — 4;13+;60;https://www.myludo.fr/img/jeux/1743714448/300/ab/1581.png
729;Les Bâtisseurs;2 — 4;10+;30;https://www.myludo.fr/img/jeux/1721479441/300/ac/2034.png
730;Shadow Hunters;4 — 8;8+;60;https://www.myludo.fr/img/jeux/1733393267/300/ah/7749.png
731;Les Aventuriers Du Rail - Autour Du Monde;2 — 5;10+;90 — 120;https://www.myludo.fr/img/jeux/1739268569/300/bb/27565.png
732;Tzolk'In;2 — 4;13+;90;https://www.myludo.fr/img/jeux/1733306205/300/ad/3195.png
733;Dany;3 — 8;16+;30;https://www.myludo.fr/img/jeux/1735196699/300/bc/28270.png
734;The Castles Of Burgundy;2 — 4;12+;90;https://www.myludo.fr/img/jeux/1759307221/300/ag/6932.png
735;Chakra;2 — 4;8+;30;https://www.myludo.fr/img/jeux/1730368473/300/bc/28191.png
736;Sea Of Clouds;2 — 4;10+;40;https://www.myludo.fr/img/jeux/1662712063/300/aa/646.png
737;Jetlag;3 — 8;12+;30;https://www.myludo.fr/img/jeux/1742371485/300/at/19627.png
738;Terraforming Mars;1 — 5;12+;90 — 120;https://www.myludo.fr/img/jeux/1747309922/300/aa/100.png
739;Great Western Trail;2 — 4;12+;120;https://www.myludo.fr/img/jeux/1721375294/300/aa/198.png
740;Fief;3 — 6;12+;120;https://www.myludo.fr/img/jeux/1699801206/300/ab/1674.png
741;Dominion;2 — 4;8+;45;https://www.myludo.fr/img/jeux/1743539556/300/ab/1939.png
742;Twelve Heroes;Duo;12+;30;https://www.myludo.fr/img/jeux/1665415502/300/aa/183.png
743;Samurai Spirit;1 — 7;10+;30;https://www.myludo.fr/img/jeux/1756029081/300/ab/1381.png
744;Onitama;Duo;8+;15;https://www.myludo.fr/img/jeux/1761994861/300/ba/26887.png
745;Mr. Jack Pocket;Duo;14+;20;https://www.myludo.fr/img/jeux/1753382594/300/ag/6381.png
746;Edenia;2 — 4;8+;30;https://www.myludo.fr/img/jeux/1725633238/300/aa/417.png
747;CuBirds;2 — 5;8+;30;https://www.myludo.fr/img/jeux/1741865053/300/ay/24746.png
748;Blanc Manger Coco;3 — 20;18+;20;https://www.myludo.fr/img/jeux/1699608316/300/ab/1303.png
749;Taggle;3 — 5;16+;20;https://www.myludo.fr/img/jeux/1709818066/300/ae/4642.png
750;Deep Sea Adventure;2 — 6;8+;30;https://www.myludo.fr/img/jeux/1739622864/300/ab/1698.png
751;Archimage;2 — 5;10+;45;https://www.myludo.fr/img/jeux/1742855802/300/aa/255.png
752;Welcome To Your Perfect Home;1+;10+;25;https://www.myludo.fr/img/jeux/1753053404/300/at/19524.png
753;The Game;1 — 5;8+;20;https://www.myludo.fr/img/jeux/1737807989/300/bv/47768.png
754;Nosferatu;5 — 8;10+;30;https://www.myludo.fr/img/jeux/1664862666/300/ac/2675.png
755;Zero;3 — 5;8+;20;https://www.myludo.fr/img/jeux/1739780835/300/ah/7388.png
756;Quartermaster;2 — 6;14+;120;https://www.myludo.fr/img/jeux/1616130838/300/aa/774.png
757;Bad Bones;1 — 6;8+;30 — 45;https://www.myludo.fr/img/jeux/1694894313/300/bd/29104.png
758;Bubblee Pop;1 — 2;8+;20;https://www.myludo.fr/img/jeux/1741865304/300/aa/468.png
759;L'Île Interdite;2 — 4;10+;30;https://www.myludo.fr/img/jeux/1762340693/300/ag/6357.png
760;La Course À L'Élysée;3 — 6;14+;45;https://www.myludo.fr/img/jeux/1694362098/300/ad/3933.png
761;Nagaraja;Duo;9+;30;https://www.myludo.fr/img/jeux/1757048659/300/ax/23118.png
762;Nations;1 — 5;14+;150;https://www.myludo.fr/img/jeux/1695292495/300/ac/2033.png
763;Chicago Express;2 — 6;10+;60;https://www.myludo.fr/img/jeux/1604583211/300/ab/1388.png
764;Quarriors !;2 — 4;14+;30;https://www.myludo.fr/img/jeux/1739703133/300/ac/2058.png
765;Neuroshima Hex! 3.0;1 — 4;13+;30;https://www.myludo.fr/img/jeux/1757414493/300/ab/1969.png
766;Lorenzo Le Magnifique;2 — 4;12+;90;https://www.myludo.fr/img/jeux/1736956734/300/aa/25.png
767;Exploding Kittens;2 — 5;7+;20;https://www.myludo.fr/img/jeux/1735754879/300/at/19847.png
768;Panic Island!;1 — 8;8+;2 — 10;https://www.myludo.fr/img/jeux/1658742208/300/aa/31.png
769;Ouga Bouga;3 — 8;7+;15;https://www.myludo.fr/img/jeux/1622967942/300/ae/4444.png
770;Brouhaha;3 — 36;6+;20;https://www.myludo.fr/img/jeux/1677687231/300/ac/2549.png
771;Mauvais Esprits;2 — 5;8+;30 — 40;https://www.myludo.fr/img/jeux/1605904173/300/ay/24972.png
